model,n,exact_acc,loose_acc,soft_acc(evidence-supported),support@k,label_supported,label_contradicted,label_unverifiable,avg_retrieval_ms,avg_verify_ms
microsoft/Phi-3-mini-4k-instruct,300,0.790,0.893,0.477,0.420,143,94,63,1221,532
