model,n,exact_acc,loose_acc,support@k,label_supported,label_contradicted,label_unverifiable,avg_gen_ms,avg_retrieval_ms,avg_verify_ms
microsoft/Phi-2,20,0.000,0.000,0.550,17,1,2,59115,1398,934
